-27,1,59
-27,1,59
-27,1,58
-27,2,59
-27,1,59
-27,1,58
-27,1,58
-27,1,58
-27,1,59
-27,1,59
-27,1,59
-27,1,58
-27,1,59
-27,1,59
-27,1,59
-27,1,59
-27,1,59
-27,1,59
-27,1,59
-27,1,59
-27,1,58
-27,2,59
-27,1,58
-27,1,58
-27,2,59
-27,1,59
-28,1,58
-27,2,59
-27,2,58
-27,1,58
-27,1,59
-27,2,59
-28,2,58
-27,1,59
-28,1,59
-27,2,58
-26,1,60
-26,2,59
-28,3,59
-30,2,58
-27,0,60
-28,3,61
-29,-1,65
-30,-1,66
-30,-4,71
-35,-17,59
-29,-16,60
-24,-13,55
-23,-12,51
-24,-10,49
-20,-8,52
-14,-4,61
-14,-1,59
-25,8,60
-26,9,62
-27,9,59
-26,7,57
-25,5,57
-22,4,57
-22,3,57
-22,5,60
-21,4,62
-19,4,62
-17,3,62
-17,3,62
-18,5,61
-17,5,62
-18,6,62
-26,9,60
-7,2,68
-14,4,63
-12,6,62
-15,4,61
-14,1,58
-14,5,65
-12,10,68
-14,3,64
-14,4,62
-13,5,64
-16,2,64
-16,1,61
-16,2,64
-16,-1,62
-14,2,64
-15,1,63
-17,-3,60
-15,-1,63
-16,-1,63
-18,-3,62
-18,-4,63
-19,-5,62
-19,-5,60
-17,-5,61
-19,-6,61
-18,-5,61
-18,-6,60
-19,-6,61
-19,-7,60
-19,-6,60
-20,-7,60
-20,-6,61
-22,-9,59
-20,-7,60
-22,-3,61
-22,-1,60
-21,-3,59
-17,-1,61
-20,0,60
-22,-1,59
-21,-2,60
-21,-1,63
-20,0,63
-16,0,64
-19,1,63
-20,0,62
-18,-1,63
-18,0,63
-21,0,63
-20,0,61
-21,0,62
-19,1,62
-20,0,61
-19,0,61
-20,0,60
-18,1,61
-19,2,61
-20,2,61
-20,2,61
-20,3,61
-20,2,59
-20,0,58
-19,2,61
-20,2,62
-22,2,62
-20,4,62
-20,5,61
-22,5,60
-22,8,58
-23,6,59
-25,3,58
-27,6,59
-31,5,61
-26,0,60
-28,1,60
-25,-13,55
-22,-18,53
-22,-20,56
-20,-23,60
-28,-22,52
-24,-18,64
-24,-16,62
-27,-14,52
-29,-10,54
-36,-2,67
-39,-2,63
-37,-1,60
-36,-3,54
-31,-3,57
-23,2,64
-25,4,67
-32,-1,56
-38,0,55
-33,-3,56
-33,-2,57
-31,-2,56
-35,-2,54
-35,-1,54
-37,-2,53
-37,-3,53
-35,-2,55
-34,-2,55
-36,-2,54
-37,-2,54
-35,-2,54
-37,-2,54
-37,-3,53
-37,-3,53
-37,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-37,-3,53
-37,-3,53
-38,-3,53
-39,-3,52
-38,-3,52
-38,-3,53
-39,-4,52
-39,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-39,-3,53
-38,-4,52
-39,-4,52
-38,-3,52
-38,-4,52
-39,-3,52
-39,-4,52
-39,-3,52
-38,-4,52
-38,-4,52
-39,-3,52
-39,-3,52
-38,-4,52
-38,-3,52
-39,-3,52
-38,-4,52
-38,-4,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,53
-39,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,52
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,52
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-38,-3,53
-37,-3,53
-38,-3,53
-38,-2,53
-38,-3,53
-38,-3,53
-37,-2,53
-36,-3,54
-37,-3,54
-37,-3,53
-37,-2,53
-37,-2,53
-36,-2,54
-36,-2,54
-37,-2,54
-37,-2,53
-37,-2,54
-37,-2,53
-37,-2,54
-37,-2,53
-37,-2,53
-37,-2,53
-38,-2,53
-37,-2,53
-37,-2,53
-37,-3,53
-37,-2,53
-34,-2,55
-34,-2,55
-37,-2,53
-36,-2,54
-36,-2,54
-36,-2,54
-38,-2,53
-37,-1,53
-37,-1,54
-36,-1,54
-37,-1,54
-36,-1,54
-36,-1,54
-36,-1,55
-34,1,56
-35,2,56
-35,0,57
-32,5,59
-44,4,57
-45,12,66
-32,13,61
-29,12,56
-28,11,52
-32,6,53
-32,3,57
-30,-3,58
-29,-5,57
-26,-7,57
-25,-9,55
-28,-10,54
-30,-10,55
-32,-12,53
-33,-12,52
-34,-12,53
-35,-12,53
-35,-12,54
-36,-11,55
-38,-12,55
-34,-13,55
-33,-14,52
-34,-15,49
-37,-17,48
-38,-18,48
-41,-16,48
-44,-15,48
-44,-12,52
-42,-11,52
-40,-9,52
-41,-9,51
-41,-8,52
-41,-6,51
-41,-6,49
-42,-7,47
-42,-7,46
-42,-5,48
-45,-5,47
-46,-6,45
-45,-5,45
-45,-5,47
-45,-5,47
-47,-4,46
-47,-4,50
-46,-4,49
-46,-7,47
-45,-8,47
-44,-9,47
-43,-7,49
-41,-7,50
-37,-7,49
-35,-7,48
-34,-6,50
-34,-5,51
-31,-5,54
-30,-4,56
-29,-4,56
-30,-1,63
-30,0,65
-27,2,61
-25,4,58
-24,2,57
-29,1,57
-30,-1,58
-27,-1,57
-28,-2,66
-34,-5,56
-34,-6,53
-38,-2,55
-38,-2,56
-37,-3,54
-37,-3,53
-41,0,51
-38,1,51
-41,0,53
-39,-2,53
-38,-3,53
-37,-3,52
-38,-4,53
-38,-4,52
-38,-4,52
-38,-4,52
-39,-3,52
-40,-3,52
-40,-2,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-2,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-2,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,52
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-39,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-3,52
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,52
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-39,-4,52
-40,-4,52
-40,-4,51
-40,-4,51
-40,-4,52
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,52
-39,-4,51
-39,-4,52
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,52
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,52
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-39,-4,52
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,52
-40,-4,51
-40,-4,51
-39,-4,52
-39,-4,51
-39,-4,51
-40,-4,51
-39,-4,51
-40,-3,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,52
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,52
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,52
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,52
-40,-4,52
-40,-4,51
-39,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-4,51
-40,-3,51
-40,-3,51
-40,-4,51
-40,-4,51
-40,-4,52
-39,-4,51
-40,-4,51
-40,-4,51
-40,-4,52
-40,-4,51
-40,-4,51
-40,-4,51
-39,-4,51
-40,-3,51
-40,-4,51
-39,-4,52
-38,-3,52
-41,-3,50
-40,-4,51
-39,-4,52
-39,-4,52
-40,-4,51
-40,-4,51
-40,-4,51
-39,-3,52
-39,-3,52
-40,-4,51
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-40,-3,51
-39,-4,51
-39,-3,51
-38,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-3,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-40,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,51
-40,-4,51
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-3,52
-39,-4,52
-40,-4,51
-39,-4,52
-39,-4,52
-40,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-40,-4,51
-39,-4,52
-40,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-40,-4,51
-40,-4,51
-39,-3,52
-39,-4,52
-40,-4,51
-39,-3,52
-39,-4,52
-39,-4,51
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,51
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-39,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-38,-4,52
-38,-4,52
-39,-4,52
-40,-4,52
-40,-4,52
-38,-4,53
-38,-4,52
-39,-5,52
-38,-4,52
-37,-4,52
-38,-4,52
-40,-4,52
-39,-4,52
-39,-4,53
-39,-4,52
-39,-4,52
-37,-5,51
-37,-4,53
-40,-4,52
-40,-4,51
-40,-4,52
-38,-5,52
-38,-5,52
-38,-4,52
-38,-4,52
-39,-4,52
-39,-5,52
-38,-4,53
